9-3	640-648	pasatuta
9-4	648-649	,
9-5	650-657	denbora
9-6	658-663	luzea
9-7	664-668	hasi
9-8	669-672	zen
9-9	673-681	pasatzen
9-10	682-690	bakarrik
9-11	691-695	bere
9-12	696-703	logelan
9-13	703-704	.

10-1	706-713	Lagunek
10-2	714-720	egiten
10-3	721-730	zizkioten
10-4	731-741	gonbidapen
10-5	742-749	guztiak
10-6	750-755	ukatu
10-7	756-762	egiten
10-8	763-769	zituen
10-9	769-770	.

11-1	772-782	Haserrekor
11-2	783-790	jartzen
11-3	791-794	zen
11-4	795-803	gurasoek
11-5	804-813	afaltzera
11-6	814-821	joateko
11-7	822-828	esaten
11-8	829-838	ziotenean
11-9	838-839	.

12-1	841-844	Uda
12-2	845-853	amaieran
12-3	853-854	,
12-4	855-857	ez
12-5	858-861	zen
12-6	862-866	bere
12-7	867-876	logelatik
12-8	877-879	ia
12-9	880-887	irteten
12-10	887-888	,
12-11	889-892	eta
12-12	893-898	behin
12-13	899-902	eta
12-14	903-910	berriro
12-15	911-921	gogorarazi
12-16	922-927	behar
12-17	928-936	zitzaion
12-18	937-944	dutxatu
12-19	945-950	behar
12-20	951-955	zela
12-21	956-959	eta
12-22	960-964	ilea
12-23	965-972	orraztu
12-24	973-978	behar
12-25	979-984	zuela
12-26	984-985	.

13-1	987-997	Aipatutako
13-2	998-1006	sintomak
13-3	1007-1011	izan
13-4	1012-1017	arren
13-5	1017-1018	,
13-6	1019-1027	Kristina
13-7	1028-1043	unibertsitatera
13-8	1044-1052	bueltatu
13-9	1053-1055	da
13-10	1056-1064	bigarren
13-11	1065-1070	urtea
13-12	1071-1078	hasteko
13-13	1078-1079	.

14-1	1083-1091	Medikuak
14-2	1092-1100	Kristina
14-3	1101-1107	berriz
14-4	1108-1113	ikusi
14-5	1114-1116	du
14-6	1116-1117	,
14-7	1118-1121	eta
14-8	1122-1126	hark
14-9	1127-1131	bere
14-10	1132-1140	buruaren
14-11	1141-1152	zainketarik
14-12	1153-1155	ez
14-13	1156-1161	duela
14-14	1162-1168	egiten
14-15	1169-1178	konturatu
14-16	1179-1181	da
14-17	1181-1182	.

15-1	1184-1186	Ez
15-2	1187-1192	dauka
15-3	1193-1209	begi-kontakturik
15-4	1209-1210	,
15-5	1211-1214	eta
15-6	1215-1220	gutxi
15-7	1221-1225	hitz
15-8	1226-1232	egiten
15-9	1233-1235	du
15-10	1235-1236	.

16-1	1238-1243	Zelan
16-2	1244-1250	dagoen
16-3	1251-1261	galdetzean
16-4	1261-1262	,
16-5	1263-1264	"
16-6	1264-1268	ondo
16-7	1268-1269	"
16-8	1270-1277	dagoela
16-9	1278-1288	erantzuten
16-10	1289-1291	du
16-11	1291-1292	,
16-12	1293-1298	baina
16-13	1299-1301	ez
16-14	1302-1307	dauka
16-15	1308-1316	espresio
16-16	1317-1326	emozional
16-17	1327-1335	handirik
16-18	1336-1345	aurpegian
16-19	1345-1346	.

17-1	1348-1356	Badirudi
17-2	1357-1365	deseroso
17-3	1366-1373	dagoela
17-4	1373-1374	,
17-5	1375-1378	eta
17-6	1379-1384	zaila
17-7	1385-1387	da
17-8	1388-1395	harekin
17-9	1396-1400	hitz
17-10	1401-1407	egitea
17-11	1407-1408	.

18-1	1410-1419	Gertatzen
18-2	1420-1423	ari
18-3	1424-1433	zaionaren
18-4	1434-1442	inguruan
18-5	1443-1452	galdetzen
18-6	1453-1461	zaionean
18-7	1461-1462	,
18-8	1463-1469	honako
18-9	1470-1473	hau
18-10	1474-1480	esaten
18-11	1481-1483	du
18-12	1483-1484	.

19-1	1486-1487	"
19-2	1487-1497	Suposatzen
19-3	1498-1501	dut
19-4	1502-1504	ez
19-5	1505-1512	nagoela
19-6	1513-1528	unibertsitatean
19-7	1529-1542	interesaturik
19-8	1542-1543	"
19-9	1543-1544	.

20-1	1546-1552	Esaten
20-2	1553-1559	duenez
20-3	1559-1560	,
20-4	1561-1563	ez
20-5	1564-1566	du
20-6	1567-1575	drogarik
20-7	1576-1578	ez
20-8	1579-1588	alkoholik
20-9	1589-1596	hartzen
20-10	1596-1597	.

21-1	1599-1605	Esaten
21-2	1606-1608	du
21-3	1609-1611	ez
21-4	1612-1616	dela
21-5	1617-1625	gaixorik
21-6	1626-1635	sentitzen
21-7	1635-1636	,
21-8	1637-1640	eta
21-9	1641-1643	ez
21-10	1644-1649	duela
21-11	1650-1655	minik
21-12	1656-1665	sentitzen
21-13	1666-1676	gorputzean
21-14	1676-1677	.

22-1	1679-1688	Kristinak
22-2	1689-1693	bere
22-3	1694-1700	buruaz
22-4	1701-1706	beste
22-5	1707-1716	egitearen
22-6	1717-1729	sentimenduak
22-7	1730-1733	edo
22-8	1734-1759	agresibitate-sentimenduak
22-9	1760-1763	ere
22-10	1764-1769	ukatu
22-11	1770-1776	egiten
22-12	1777-1781	ditu
22-13	1781-1782	.

23-1	1786-1793	Zerbait
23-2	1794-1801	arraroa
23-3	1802-1810	entzuten
23-4	1810-1811	,
23-5	1812-1819	ikusten
23-6	1820-1823	edo
23-7	1824-1839	esperimentatzen
23-8	1840-1843	ari
23-9	1844-1847	den
23-10	1848-1857	galdetzen
23-11	1858-1866	zaionean
23-12	1867-1875	badirudi
23-13	1876-1882	arreta
23-14	1883-1890	galtzen
23-15	1891-1896	duela
23-16	1897-1900	eta
23-17	1901-1908	ondoren
23-18	1909-1919	erantzuten
23-19	1920-1922	du
23-20	1923-1924	"
23-21	1924-1926	Ez
23-22	1926-1927	,
23-23	1928-1930	ez
23-24	1931-1935	zait
23-25	1936-1942	halako
23-26	1943-1947	ezer
23-27	1948-1957	gertatzen
23-28	1957-1958	"
23-29	1958-1959	.

24-1	1963-1974	Kristinaren
24-2	1975-1983	gurasoei
24-3	1984-1993	edukazioz
24-4	1994-2002	eskatzen
24-5	2003-2007	zaie
24-6	2008-2012	gela
24-7	2013-2016	utz
24-8	2017-2024	dezaten
24-9	2024-2025	.

25-1	2027-2031	Bere
25-2	2032-2040	gurasoak
25-3	2041-2047	joaten
25-4	2048-2056	direnean
25-5	2056-2057	,
25-6	2058-2067	Kristinak
25-7	2068-2074	esaten
25-8	2075-2077	du
25-9	2077-2078	:
25-10	2079-2080	"
25-11	2080-2082	Ez
25-12	2083-2087	dira
25-13	2088-2092	nire
25-14	2093-2101	benetako
25-15	2102-2110	gurasoak
25-16	2110-2111	,
25-17	2112-2124	bahitzaileak
25-18	2125-2129	dira
25-19	2129-2130	,
25-20	2131-2140	poliziari
25-21	2141-2146	deitu
25-22	2147-2154	beharko
25-23	2155-2162	zenioke
25-24	2162-2163	"
25-25	2163-2164	.

26-1	2166-2174	Hasieran
26-2	2175-2183	medikuak
26-3	2184-2194	txantxetan
26-4	2195-2203	dabilela
26-5	2204-2214	pentsatzen
26-6	2215-2219	badu
26-7	2220-2223	ere
26-8	2223-2224	,
26-9	2225-2231	laster
26-10	2232-2243	konturatzen
26-11	2244-2246	da
26-12	2247-2253	egoera
26-13	2254-2260	larria
26-14	2261-2265	dela
26-15	2266-2269	eta
26-16	2270-2278	Kristina
26-17	2279-2289	beldurtuta
26-18	2290-2297	dagoela
26-19	2297-2298	.

27-1	2300-2307	Medikua
27-2	2308-2319	lasaitasuna
27-3	2320-2326	ematen
27-4	2327-2335	saiatzen
27-5	2336-2338	da
27-6	2338-2339	,
27-7	2340-2345	baina
27-8	2346-2354	badirudi
27-9	2355-2363	Kristina
27-10	2364-2367	oso
27-11	2368-2378	beldurtuta
27-12	2379-2386	dagoela
27-13	2386-2387	.

28-1	2391-2395	Bere
28-2	2396-2405	analisiak
28-3	2406-2421	normaltasunaren
28-4	2422-2429	barnean
28-5	2430-2435	daude
28-6	2435-2436	,
28-7	2437-2440	eta
28-8	2441-2449	badirudi
28-9	2450-2452	ez
28-10	2453-2458	duela
28-11	2459-2467	drogarik
28-12	2468-2480	kontsumitzen
28-13	2480-2481	.

29-1	2485-2490	Duela
29-2	2491-2499	hilabete
29-3	2500-2511	batzuetatik
29-4	2511-2512	,
29-5	2513-2517	pisu
29-6	2518-2524	galera
29-7	2525-2531	handia
29-8	2532-2536	izan
29-9	2537-2539	du
29-10	2539-2540	.

30-1	2544-2552	Gurasoek
30-2	2552-2553	,
30-3	2554-2557	oso
30-4	2558-2568	arduratuta
30-5	2568-2569	,
30-6	2570-2579	medikuari
30-7	2580-2591	komentatzen
30-8	2592-2597	diote
30-9	2598-2606	Kristina
30-10	2607-2615	bakarrik
30-11	2616-2620	hitz
30-12	2621-2627	egiten
30-13	2628-2636	entzuten
30-14	2637-2643	dutela
30-15	2644-2655	noizbehinka
30-16	2656-2660	bere
30-17	2661-2668	logelan
30-18	2668-2669	.

31-1	2671-2677	Beldur
31-2	2678-2682	dira
31-3	2683-2687	bere
31-4	2688-2696	osabaren
31-5	2697-2702	gaitz
31-6	2703-2710	berdina
31-7	2711-2717	izango
31-8	2718-2721	ote
31-9	2722-2726	duen
31-10	2726-2727	.

32-1	2729-2735	Osabak
32-2	2736-2748	eskizofrenia
32-3	2749-2753	omen
32-4	2754-2759	dauka
32-5	2759-2760	.
